roll_no,name,course,semester,attendance_pct,avg_marks,lms_engagement_score,risk_score
CS30131,Student 28132,Electrical,5,33.9,58.9,25.3,57.8
CS30132,Student 28133,Mechanical,6,65.6,33.0,38.5,52.9
CS30133,Student 28134,Computer Science,4,87.9,86.6,34.9,23.2
CS30134,Student 28135,Mechanical,3,89.9,29.1,63.2,39.8
CS30135,Student 28136,Mechanical,4,57.8,89.3,26.8,35.8
CS30136,Student 28137,Electrical,5,70.1,81.4,82.2,23.0
CS30137,Student 28138,Mechanical,3,90.2,21.4,17.7,51.8
CS30138,Student 28139,Computer Science,3,83.5,73.0,19.9,33.4
CS30139,Student 28140,Civil,6,62.3,26.8,78.8,48.6
CS30140,Student 28141,Civil,6,75.6,37.4,34.6,47.9
CS30141,Student 28142,Computer Science,4,73.5,48.6,15.9,48.0
CS30142,Student 28143,Electrical,3,57.1,51.2,67.9,43.1
CS30143,Student 28144,Electrical,3,73.6,44.5,15.8,49.6
CS30144,Student 28145,Electrical,3,93.4,67.5,53.9,24.9
CS30145,Student 28146,Mechanical,4,44.2,76.0,69.7,38.0
CS30146,Student 28147,Computer Science,3,90.9,91.4,80.6,11.0
CS30147,Student 28148,Civil,3,54.9,26.5,86.2,50.2
CS30148,Student 28149,Civil,3,56.4,46.7,37.1,51.3
CS30149,Student 28150,Computer Science,4,53.5,44.2,51.9,50.5
CS30150,Student 28151,Mechanical,3,41.7,87.7,81.5,31.9
CS30151,Student 28152,Civil,3,36.8,62.4,50.4,50.2
CS30152,Student 28153,Mechanical,3,49.9,47.4,60.9,48.9
CS30153,Student 28154,Civil,4,86.4,20.2,91.7,39.0
CS30154,Student 28155,Mechanical,6,93.8,44.8,83.1,27.9
CS30155,Student 28156,Mechanical,3,55.9,77.2,19.4,42.9
CS30156,Student 28157,Computer Science,5,74.4,80.8,29.6,32.0
CS30157,Student 28158,Mechanical,5,38.1,74.2,56.3,43.8
CS30158,Student 28159,Civil,6,37.6,68.9,30.1,51.4
CS30159,Student 28160,Civil,5,45.2,92.3,43.1,36.4
CS30160,Student 28161,Mechanical,3,42.0,97.6,21.8,39.8
CS30161,Student 28162,Mechanical,4,48.4,41.6,37.5,56.5
CS30162,Student 28163,Computer Science,5,40.1,55.8,71.8,47.3
CS30163,Student 28164,Electrical,6,71.6,45.5,41.5,44.9
CS30164,Student 28165,Mechanical,6,60.9,56.7,7.2,51.5
CS30165,Student 28166,Civil,6,97.9,29.5,32.2,42.6
CS30166,Student 28167,Mechanical,6,61.5,44.5,33.9,50.8
CS30167,Student 28168,Civil,6,52.4,48.2,39.8,51.8
CS30168,Student 28169,Electrical,4,90.8,20.5,89.2,37.6
CS30169,Student 28170,Civil,4,34.2,86.9,20.4,47.5
CS30170,Student 28171,Computer Science,6,51.7,35.0,25.3,60.3
CS30171,Student 28172,Computer Science,3,86.2,67.2,32.4,32.2
CS30172,Student 28173,Mechanical,6,50.9,85.6,80.1,29.4
CS30173,Student 28174,Electrical,4,38.4,42.2,18.5,64.1
CS30174,Student 28175,Computer Science,6,30.4,52.7,25.6,61.6
CS30175,Student 28176,Civil,3,38.8,21.9,52.0,65.3
CS30176,Student 28177,Electrical,4,93.1,90.1,26.2,21.5
CS30177,Student 28178,Mechanical,3,82.3,40.0,99.6,31.2
CS30178,Student 28179,Computer Science,3,70.3,62.4,43.3,38.3
CS30179,Student 28180,Mechanical,5,65.8,21.4,59.4,53.2
CS30180,Student 28181,Computer Science,6,42.4,32.3,62.6,57.6
CS30181,Student 28182,Civil,6,49.6,44.7,44.8,53.3
CS30182,Student 28183,Mechanical,4,89.6,90.9,21.3,23.5
CS30183,Student 28184,Mechanical,5,78.4,99.7,20.7,24.6
CS30184,Student 28185,Civil,4,74.8,21.1,51.2,51.4
CS30185,Student 28186,Electrical,6,48.9,62.7,43.8,46.6
CS30186,Student 28187,Electrical,5,89.9,32.0,68.6,37.5
CS30187,Student 28188,Civil,5,44.7,65.8,92.1,37.4
CS30188,Student 28189,Civil,4,67.1,23.6,98.3,44.1
CS30189,Student 28190,Civil,4,89.2,65.1,68.3,24.6
CS30190,Student 28191,Mechanical,6,91.1,58.5,44.6,31.2
CS30191,Student 28192,Mechanical,6,49.4,66.3,48.0,44.1
CS30192,Student 28193,Electrical,3,39.7,87.6,41.7,40.7
CS30193,Student 28194,Civil,5,73.0,32.4,99.1,38.0
CS30194,Student 28195,Mechanical,5,55.9,29.9,67.4,52.2
CS30195,Student 28196,Computer Science,6,68.3,97.2,44.3,24.9
CS30196,Student 28197,Computer Science,6,45.0,32.3,82.4,52.6
CS30197,Student 28198,Mechanical,3,76.0,87.6,98.7,14.8
CS30198,Student 28199,Mechanical,4,52.5,77.2,26.6,42.8
CS30199,Student 28200,Civil,3,48.8,26.3,58.2,58.3
CS30200,Student 28201,Civil,6,72.0,80.8,3.2,38.2
CS30201,Student 28202,Mechanical,4,62.3,47.0,56.6,45.0
CS30202,Student 28203,Mechanical,4,72.0,62.1,38.8,38.6
CS30203,Student 28204,Electrical,4,73.6,91.8,11.7,31.5
CS30204,Student 28205,Computer Science,4,64.1,91.8,47.9,28.1
CS30205,Student 28206,Mechanical,3,65.9,67.5,5.8,45.5
CS30206,Student 28207,Civil,4,71.1,96.7,22.7,28.3
CS30207,Student 28208,Computer Science,3,76.7,44.3,77.2,36.2
CS30208,Student 28209,Civil,4,35.1,51.8,53.5,54.5
CS30209,Student 28210,Computer Science,4,38.2,28.0,44.2,64.7
CS30210,Student 28211,Civil,3,56.2,42.3,5.3,59.5
CS30211,Student 28212,Mechanical,4,36.6,27.7,10.6,72.2
CS30212,Student 28213,Computer Science,5,34.6,65.6,94.9,40.9
CS30213,Student 28214,Mechanical,3,96.5,65.9,45.6,25.9
CS30214,Student 28215,Electrical,3,46.8,89.3,26.3,40.3
CS30215,Student 28216,Mechanical,4,73.0,49.9,93.2,32.2
CS30216,Student 28217,Mechanical,6,61.9,32.9,98.9,42.3
CS30217,Student 28218,Computer Science,4,96.2,28.4,53.1,39.5
CS30218,Student 28219,Civil,4,77.1,75.3,37.6,31.5
CS30219,Student 28220,Electrical,6,61.5,43.3,10.5,56.0
CS30220,Student 28221,Civil,5,85.1,80.0,12.8,31.4
CS30221,Student 28222,Civil,6,69.4,99.7,84.2,15.5
CS30222,Student 28223,Mechanical,5,64.2,92.2,24.2,32.6
CS30223,Student 28224,Computer Science,3,54.6,22.7,36.2,61.8
CS30224,Student 28225,Mechanical,5,43.4,25.0,45.7,63.5
CS30225,Student 28226,Computer Science,5,87.1,58.1,63.4,29.2
CS30226,Student 28227,Mechanical,3,58.3,22.8,90.6,49.4
CS30227,Student 28228,Civil,4,58.5,73.7,13.5,44.4
CS30228,Student 28229,Electrical,5,97.4,21.5,56.0,41.2
CS30229,Student 28230,Computer Science,3,62.7,71.0,75.5,31.4
CS30230,Student 28231,Electrical,6,58.4,62.7,73.5,36.9
CS30231,Student 28232,Electrical,3,95.9,34.6,34.8,40.8
CS30232,Student 28233,Electrical,6,79.2,30.0,6.2,55.1
CS30233,Student 28234,Mechanical,4,31.2,22.8,74.4,63.5
CS30234,Student 28235,Civil,5,89.7,70.5,56.5,24.6
CS30235,Student 28236,Civil,4,94.3,29.5,55.0,39.5
CS30236,Student 28237,Electrical,4,55.8,54.3,65.4,42.9
CS30237,Student 28238,Electrical,4,40.2,29.7,30.3,66.0
CS30238,Student 28239,Civil,3,50.5,77.1,13.0,46.4
CS30239,Student 28240,Electrical,6,66.5,55.8,84.9,34.1
CS30240,Student 28241,Electrical,4,96.0,63.9,78.2,20.4
CS30241,Student 28242,Civil,4,77.1,86.9,66.8,21.0
CS30242,Student 28243,Civil,6,94.3,75.1,46.3,23.0
CS30243,Student 28244,Civil,4,50.1,83.8,50.2,36.4
CS30244,Student 28245,Computer Science,5,59.7,42.6,17.0,55.7
CS30245,Student 28246,Mechanical,6,53.3,63.1,24.3,48.6
CS30246,Student 28247,Electrical,3,64.3,33.7,18.6,57.1
CS30247,Student 28248,Civil,4,39.3,46.8,74.7,50.6
CS30248,Student 28249,Computer Science,6,52.7,25.6,13.1,66.1
CS30249,Student 28250,Electrical,4,77.6,28.1,56.9,46.3
CS30250,Student 28251,Mechanical,6,43.5,56.0,1.5,59.9
CS30251,Student 28252,Mechanical,6,40.9,86.9,50.8,38.7
CS30252,Student 28253,Civil,4,86.0,41.3,16.9,45.7
CS30253,Student 28254,Electrical,3,84.3,27.4,1.0,55.1
CS30254,Student 28255,Computer Science,5,42.8,24.9,59.5,61.0
CS30255,Student 28256,Civil,5,47.9,27.8,27.5,64.2
CS30256,Student 28257,Civil,3,73.6,49.2,5.3,49.8
CS30257,Student 28258,Electrical,3,75.4,60.4,20.1,41.7
CS30258,Student 28259,Civil,3,65.8,45.1,52.0,45.2
CS30259,Student 28260,Electrical,3,95.4,56.8,6.1,37.9
CS30260,Student 28261,Computer Science,6,38.5,78.8,92.6,34.6
CS30261,Student 28262,Computer Science,6,58.3,77.0,69.3,32.0
CS30262,Student 28263,Electrical,6,32.0,58.3,40.4,55.8
CS30263,Student 28264,Mechanical,6,37.9,26.0,57.8,62.9
CS30264,Student 28265,Electrical,5,48.8,42.2,29.3,57.7
CS30265,Student 28266,Mechanical,5,64.2,74.4,56.0,33.4
CS30266,Student 28267,Electrical,4,52.2,87.8,8.4,42.3
CS30267,Student 28268,Mechanical,3,30.5,71.1,86.6,42.0
CS30268,Student 28269,Mechanical,5,33.9,53.3,76.7,49.8
CS30269,Student 28270,Civil,4,99.8,26.3,24.4,44.7
CS30270,Student 28271,Electrical,3,61.5,57.1,96.3,33.3
CS30271,Student 28272,Electrical,5,72.8,70.1,34.7,35.9
CS30272,Student 28273,Computer Science,6,89.2,84.1,2.5,30.2
CS30273,Student 28274,Electrical,3,99.1,49.3,15.7,37.5
CS30274,Student 28275,Civil,4,79.7,99.4,38.3,20.7
CS30275,Student 28276,Electrical,4,66.6,99.7,14.1,30.7
CS30276,Student 28277,Civil,3,90.3,80.0,61.8,19.5
CS30277,Student 28278,Mechanical,5,82.8,54.2,26.4,39.9
CS30278,Student 28279,Mechanical,4,60.0,52.2,42.7,46.6
CS30279,Student 28280,Computer Science,4,49.3,68.1,47.3,43.6
CS30280,Student 28281,Mechanical,3,39.5,49.8,35.2,57.2
CS30281,Student 28282,Civil,6,78.8,29.0,78.8,41.1
CS30282,Student 28283,Civil,5,93.8,62.1,11.4,35.4
CS30283,Student 28284,Computer Science,6,54.4,87.0,58.8,31.7
CS30284,Student 28285,Civil,4,89.1,56.1,6.8,40.6
CS30285,Student 28286,Civil,6,31.5,51.2,9.9,64.9
CS30286,Student 28287,Civil,3,91.9,20.4,62.7,42.5
CS30287,Student 28288,Computer Science,3,97.9,44.7,27.1,37.5
CS30288,Student 28289,Mechanical,3,45.8,24.2,66.4,58.7
CS30289,Student 28290,Mechanical,3,32.6,54.2,38.6,57.6
CS30290,Student 28291,Electrical,4,80.5,95.0,43.4,21.1
CS30291,Student 28292,Civil,6,90.5,36.9,4.5,48.1
CS30292,Student 28293,Electrical,4,63.9,21.9,47.8,56.1
CS30293,Student 28294,Civil,3,74.4,24.0,52.2,50.2
CS30294,Student 28295,Computer Science,5,50.9,52.1,90.1,40.8
CS30295,Student 28296,Computer Science,6,83.4,80.4,42.7,25.9
CS30296,Student 28297,Electrical,4,55.6,20.1,74.7,54.8
CS30297,Student 28298,Mechanical,6,94.2,64.8,95.1,17.4
CS30298,Student 28299,Civil,4,88.5,97.2,70.5,11.6
CS30299,Student 28300,Electrical,4,59.7,38.8,1.3,60.3
CS30300,Student 28301,Computer Science,5,58.9,99.1,91.0,18.6
CS30301,Student 28302,Civil,5,75.9,96.6,17.9,27.4
CS30302,Student 28303,Mechanical,5,53.6,87.8,22.4,39.0
CS30303,Student 28304,Electrical,3,60.9,49.4,53.0,45.3
CS30304,Student 28305,Civil,3,81.3,81.4,72.4,20.4
CS30305,Student 28306,Civil,5,40.7,57.2,55.0,49.8
CS30306,Student 28307,Computer Science,5,52.1,88.2,36.1,36.7
CS30307,Student 28308,Electrical,4,65.0,32.1,43.7,52.4
CS30308,Student 28309,Civil,3,42.4,50.2,12.4,60.5
CS30309,Student 28310,Mechanical,3,52.1,75.8,13.4,46.2
CS30310,Student 28311,Mechanical,4,76.3,63.1,91.2,26.0
CS30311,Student 28312,Computer Science,5,99.1,81.4,83.6,11.1
CS30312,Student 28313,Electrical,3,40.5,61.2,48.7,49.6
CS30313,Student 28314,Civil,6,45.0,32.7,88.5,51.2
CS30314,Student 28315,Electrical,4,64.3,33.9,67.8,47.2
CS30315,Student 28316,Electrical,5,32.5,33.7,14.2,70.7
CS30316,Student 28317,Electrical,4,30.6,76.8,41.6,48.7
CS30317,Student 28318,Mechanical,5,37.8,100.0,47.0,35.5
CS30318,Student 28319,Mechanical,5,42.9,58.5,86.8,42.1
CS30319,Student 28320,Computer Science,6,79.7,61.8,59.7,31.5
CS30320,Student 28321,Civil,3,98.7,78.3,16.5,25.9
CS30321,Student 28322,Civil,6,31.4,68.5,78.3,44.4
CS30322,Student 28323,Civil,5,89.0,44.2,49.6,36.8
CS30323,Student 28324,Mechanical,5,35.8,63.6,75.0,45.2
CS30324,Student 28325,Civil,5,78.7,30.1,43.2,47.8
CS30325,Student 28326,Civil,4,85.6,55.4,88.9,25.8
CS30326,Student 28327,Computer Science,6,78.4,32.3,39.3,47.9
CS30327,Student 28328,Mechanical,5,54.3,27.4,65.4,54.2
CS30328,Student 28329,Computer Science,3,56.4,34.9,22.0,59.1
CS30329,Student 28330,Mechanical,5,85.4,36.8,8.1,49.5
CS30330,Student 28331,Electrical,5,48.1,84.5,66.2,33.7
CS30331,Student 28332,Computer Science,3,45.6,43.3,94.8,45.5
CS30332,Student 28333,Civil,5,89.3,76.4,0.4,33.6
CS30333,Student 28334,Electrical,4,66.7,91.7,52.1,26.2
CS30334,Student 28335,Electrical,3,97.3,69.2,12.9,30.8
CS30335,Student 28336,Computer Science,4,67.1,39.4,93.0,38.8
CS30336,Student 28337,Civil,3,36.9,87.5,69.9,36.3
CS30337,Student 28338,Computer Science,6,62.9,86.8,28.5,34.4
CS30338,Student 28339,Mechanical,3,74.0,55.2,2.5,47.8
CS30339,Student 28340,Computer Science,3,88.7,50.5,48.8,34.6
CS30340,Student 28341,Civil,3,88.8,72.8,2.7,34.8
CS30341,Student 28342,Mechanical,6,35.4,62.0,76.4,45.8
CS30342,Student 28343,Mechanical,4,96.6,34.8,83.4,30.8
CS30343,Student 28344,Computer Science,3,30.2,55.9,58.1,53.9
CS30344,Student 28345,Civil,3,87.9,45.8,3.1,45.9
CS30345,Student 28346,Civil,3,80.3,96.7,52.6,18.7
CS30346,Student 28347,Electrical,4,97.6,76.5,41.5,22.1
CS30347,Student 28348,Civil,5,61.4,56.0,12.8,50.5
CS30348,Student 28349,Civil,6,82.1,99.4,53.2,16.8
CS30349,Student 28350,Electrical,5,31.0,82.4,63.4,42.0
CS30350,Student 28351,Civil,4,92.0,91.9,60.4,14.4
CS30351,Student 28352,Electrical,6,39.7,36.5,42.6,61.0
CS30352,Student 28353,Civil,6,97.3,56.0,58.1,27.1
CS30353,Student 28354,Computer Science,4,85.7,96.7,90.6,8.9
CS30354,Student 28355,Computer Science,6,83.1,43.3,17.7,45.9
CS30355,Student 28356,Computer Science,6,56.9,25.9,1.1,66.7
CS30356,Student 28357,Electrical,6,63.7,94.3,41.5,28.5
CS30357,Student 28358,Computer Science,4,93.7,22.3,67.8,40.0
CS30358,Student 28359,Civil,6,76.9,29.0,44.7,48.7
CS30359,Student 28360,Mechanical,6,92.5,58.8,78.5,23.8
CS30360,Student 28361,Electrical,4,33.6,76.4,94.3,37.1
CS30361,Student 28362,Mechanical,5,72.4,50.9,97.0,31.3
CS30362,Student 28363,Civil,5,96.2,26.5,62.5,38.4
CS30363,Student 28364,Computer Science,3,58.1,50.6,29.9,50.5
CS30364,Student 28365,Computer Science,4,75.0,87.3,20.5,31.0
CS30365,Student 28366,Electrical,5,41.9,21.1,32.3,68.3
CS30366,Student 28367,Computer Science,5,52.3,93.6,42.7,33.1
CS30367,Student 28368,Mechanical,3,60.5,49.2,35.0,49.1
CS30368,Student 28369,Civil,4,79.6,53.0,23.8,42.2
CS30369,Student 28370,Civil,4,48.5,82.2,39.6,39.8
CS30370,Student 28371,Electrical,3,71.7,23.7,10.3,59.8
CS30371,Student 28372,Electrical,6,83.1,30.6,21.6,50.2
CS30372,Student 28373,Mechanical,3,30.6,25.5,96.2,58.3
CS30373,Student 28374,Mechanical,3,94.8,94.1,33.0,17.8
CS30374,Student 28375,Electrical,3,44.9,28.9,90.4,52.4
CS30375,Student 28376,Mechanical,4,89.4,47.5,31.3,39.0
CS30376,Student 28377,Computer Science,3,67.5,62.9,77.8,32.3
CS30377,Student 28378,Electrical,4,86.5,43.0,76.3,32.9
CS30378,Student 28379,Mechanical,5,87.1,97.7,56.8,14.7
CS30379,Student 28380,Electrical,5,34.9,93.5,23.2,44.0
CS30380,Student 28381,Computer Science,5,60.4,69.5,18.9,44.3
CS30381,Student 28382,Mechanical,4,83.5,45.3,62.0,36.1
CS30382,Student 28383,Civil,3,51.9,88.5,19.1,40.0
CS30383,Student 28384,Computer Science,3,62.3,92.0,57.8,26.7
CS30384,Student 28385,Mechanical,3,71.7,69.4,55.0,32.6
CS30385,Student 28386,Mechanical,6,40.6,26.3,61.4,61.0
CS30386,Student 28387,Electrical,5,99.5,46.9,99.2,21.6
CS30387,Student 28388,Mechanical,5,81.7,59.3,12.2,41.2
CS30388,Student 28389,Mechanical,6,97.4,84.4,14.6,24.4
CS30389,Student 28390,Mechanical,3,36.0,55.3,85.2,46.4
CS30390,Student 28391,Civil,4,67.9,35.0,81.3,42.6
CS30391,Student 28392,Electrical,3,49.1,21.0,47.3,62.5
CS30392,Student 28393,Electrical,6,83.5,51.2,16.2,42.9
CS30393,Student 28394,Computer Science,6,56.8,46.9,78.2,42.9
CS30394,Student 28395,Computer Science,6,40.2,60.0,70.3,45.9
CS30395,Student 28396,Computer Science,5,51.6,53.9,10.1,55.8
CS30396,Student 28397,Civil,4,42.1,22.0,36.8,67.0
CS30397,Student 28398,Civil,4,65.2,91.4,8.1,35.7
CS30398,Student 28399,Civil,5,35.6,64.9,19.2,56.0
CS30399,Student 28400,Mechanical,4,56.3,93.4,68.1,26.5
CS30400,Student 28401,Electrical,5,37.2,36.6,81.1,54.3
CS30401,Student 28402,Computer Science,6,49.3,57.8,66.4,43.9
CS30402,Student 28403,Electrical,3,90.0,28.1,84.1,35.9
CS30403,Student 28404,Mechanical,6,70.9,25.6,84.5,44.5
CS30404,Student 28405,Civil,6,55.1,39.5,18.6,58.4
CS30405,Student 28406,Mechanical,3,87.6,75.3,1.2,34.6
CS30406,Student 28407,Civil,5,94.2,29.7,94.5,31.5
CS30407,Student 28408,Electrical,3,44.8,48.1,26.7,57.5
CS30408,Student 28409,Computer Science,5,38.6,88.5,26.5,43.9
CS30409,Student 28410,Electrical,3,62.4,77.9,10.5,41.8
CS30410,Student 28411,Mechanical,6,49.0,37.3,87.6,48.0
CS30411,Student 28412,Mechanical,5,52.6,22.4,12.4,67.5
CS30412,Student 28413,Mechanical,4,62.8,21.5,86.7,48.9
CS30413,Student 28414,Electrical,3,35.5,68.6,18.7,54.6
CS30414,Student 28415,Mechanical,4,30.7,63.9,55.7,51.0
CS30415,Student 28416,Computer Science,4,88.2,50.3,94.7,25.7
CS30416,Student 28417,Mechanical,3,88.0,73.4,42.5,26.9
CS30417,Student 28418,Mechanical,6,58.3,84.9,70.1,28.7
CS30418,Student 28419,Computer Science,4,50.0,88.2,81.4,28.4
CS30419,Student 28420,Electrical,5,42.1,85.5,59.9,37.0
CS30420,Student 28421,Civil,5,40.9,50.9,85.1,46.3
CS30421,Student 28422,Civil,4,66.8,30.2,89.0,43.4
CS30422,Student 28423,Electrical,3,93.0,59.2,30.4,33.0
CS30423,Student 28424,Computer Science,6,82.7,34.9,4.3,52.1
CS30424,Student 28425,Civil,3,42.4,45.6,59.0,53.0
CS30425,Student 28426,Civil,3,81.1,51.8,57.7,35.3
CS30426,Student 28427,Computer Science,5,37.3,63.3,98.9,40.0
CS30427,Student 28428,Civil,5,36.9,95.2,9.6,45.2
CS30428,Student 28429,Mechanical,3,89.6,79.3,1.4,32.2
CS30429,Student 28430,Electrical,5,89.4,42.2,26.5,42.1
CS30430,Student 28431,Electrical,3,42.3,44.9,97.9,45.5
CS30431,Student 28432,Mechanical,4,33.3,49.9,37.0,59.3
CS30432,Student 28433,Electrical,3,94.1,27.0,56.2,40.3
CS30433,Student 28434,Electrical,3,62.2,59.5,65.1,38.3
CS30434,Student 28435,Computer Science,5,89.0,26.3,76.3,38.6
CS30435,Student 28436,Computer Science,5,99.1,32.2,92.8,28.9
CS30436,Student 28437,Civil,3,43.5,36.0,35.5,61.1
CS30437,Student 28438,Mechanical,3,61.0,38.6,48.6,50.4
CS30438,Student 28439,Civil,5,72.2,58.3,12.3,45.3
CS30439,Student 28440,Mechanical,4,88.4,52.1,3.8,43.0
CS30440,Student 28441,Mechanical,5,82.6,69.8,12.5,36.5
CS30441,Student 28442,Electrical,4,41.5,85.9,68.7,35.3
CS30442,Student 28443,Computer Science,3,30.7,60.2,28.8,57.9
CS30443,Student 28444,Civil,3,48.6,89.6,42.3,36.3
CS30444,Student 28445,Computer Science,3,83.4,55.2,38.0,37.0
CS30445,Student 28446,Civil,5,35.8,65.8,83.7,42.6
CS30446,Student 28447,Civil,4,56.9,59.5,79.7,37.5
CS30447,Student 28448,Civil,5,35.9,73.0,21.5,52.1
CS30448,Student 28449,Mechanical,6,89.2,46.8,62.9,33.0
CS30449,Student 28450,Electrical,3,89.5,47.1,43.6,36.6
CS30450,Student 28451,Civil,6,75.9,57.8,42.4,38.0
CS30451,Student 28452,Electrical,6,91.0,53.7,38.5,34.4
CS30452,Student 28453,Computer Science,4,45.2,93.0,84.9,27.7
CS30453,Student 28454,Civil,3,36.5,92.3,45.8,39.3
CS30454,Student 28455,Electrical,4,51.7,43.8,57.8,50.2
CS30455,Student 28456,Electrical,5,98.7,41.2,10.7,41.9
CS30456,Student 28457,Computer Science,3,56.4,68.6,21.3,45.7
CS30457,Student 28458,Electrical,6,61.3,48.9,68.2,42.3
CS30458,Student 28459,Computer Science,3,92.3,22.1,15.5,51.1
CS30459,Student 28460,Electrical,5,58.1,27.9,81.6,49.3
CS30460,Student 28461,Mechanical,6,53.0,81.8,76.2,30.8
CS30461,Student 28462,Electrical,5,69.2,69.7,69.2,30.6
CS30462,Student 28463,Civil,3,91.9,32.8,88.5,32.4
CS30463,Student 28464,Civil,3,59.9,83.2,24.1,37.9
CS30464,Student 28465,Computer Science,4,85.5,52.0,20.4,40.9
CS30465,Student 28466,Electrical,3,30.4,92.3,88.7,33.2
CS30466,Student 28467,Computer Science,4,83.3,61.6,32.5,35.5
CS30467,Student 28468,Mechanical,4,70.9,98.2,26.8,27.0
CS30468,Student 28469,Computer Science,5,76.5,81.8,87.3,19.2
CS30469,Student 28470,Computer Science,6,96.8,74.4,33.4,24.8
CS30470,Student 28471,Electrical,5,30.2,88.7,64.7,39.5
CS30471,Student 28472,Computer Science,5,93.4,86.6,55.7,16.9
CS30472,Student 28473,Electrical,5,48.8,95.9,17.8,38.6
CS30473,Student 28474,Mechanical,6,40.0,21.2,5.1,74.5
CS30474,Student 28475,Computer Science,3,92.0,58.7,68.6,26.0
CS30475,Student 28476,Computer Science,5,91.2,69.6,93.1,17.1
CS30476,Student 28477,Civil,4,48.1,63.8,73.3,40.6
CS30477,Student 28478,Computer Science,5,73.8,93.3,56.8,21.8
CS30478,Student 28479,Electrical,4,54.0,51.4,70.9,43.7
CS30479,Student 28480,Computer Science,3,70.1,70.7,27.0,38.3
CS30480,Student 28481,Electrical,3,59.7,51.1,94.4,36.8
CS30481,Student 28482,Civil,3,54.8,95.8,9.7,37.8
CS30482,Student 28483,Mechanical,4,71.5,27.2,94.1,41.7
CS30483,Student 28484,Electrical,4,97.1,72.3,5.7,31.1
CS30484,Student 28485,Electrical,4,99.3,76.8,68.6,15.8
CS30485,Student 28486,Mechanical,5,90.7,76.9,75.6,17.8
CS30486,Student 28487,Mechanical,5,33.2,85.8,63.8,39.6
CS30487,Student 28488,Electrical,3,34.2,78.3,74.7,40.1
CS30488,Student 28489,Computer Science,3,42.0,85.0,88.1,31.6
CS30489,Student 28490,Electrical,4,78.8,42.3,84.4,34.7
CS30490,Student 28491,Mechanical,3,52.2,43.5,75.8,46.6
CS30491,Student 28492,Electrical,6,86.4,37.6,2.1,50.0
CS30492,Student 28493,Electrical,5,54.5,86.4,40.3,35.6
CS30493,Student 28494,Electrical,6,69.7,96.3,68.9,19.8
CS30494,Student 28495,Computer Science,6,74.5,47.0,75.3,36.3
CS30495,Student 28496,Electrical,3,63.7,37.7,18.9,55.7
CS30496,Student 28497,Electrical,3,50.4,58.7,91.1,38.1
CS30497,Student 28498,Civil,6,92.6,93.3,74.0,10.8
CS30498,Student 28499,Electrical,5,91.3,21.6,83.6,38.1
CS30499,Student 28500,Electrical,3,59.0,76.5,92.4,27.3
CS30500,Student 28501,Electrical,3,83.2,79.6,64.8,21.9
CS30501,Student 28502,Civil,3,40.9,76.1,35.1,46.2
CS30502,Student 28503,Computer Science,6,96.9,33.2,48.7,38.2
CS30503,Student 28504,Mechanical,5,65.8,62.5,69.1,34.9
CS30504,Student 28505,Computer Science,6,95.9,31.3,76.5,33.8
CS30505,Student 28506,Computer Science,5,99.7,83.6,62.9,14.1
CS30506,Student 28507,Electrical,3,78.0,68.0,82.5,25.1
CS30507,Student 28508,Computer Science,4,76.6,85.3,54.9,24.3
CS30508,Student 28509,Computer Science,5,66.3,66.0,88.1,29.5
CS30509,Student 28510,Computer Science,4,31.1,96.8,27.9,43.3
CS30510,Student 28511,Civil,3,48.2,44.7,61.3,50.6
CS30511,Student 28512,Electrical,6,48.5,96.2,1.9,41.7
CS30512,Student 28513,Electrical,6,71.1,81.1,50.5,29.0
CS30513,Student 28514,Computer Science,3,49.8,33.0,27.3,61.4
CS30514,Student 28515,Computer Science,4,47.8,22.2,50.8,61.8
CS30515,Student 28516,Mechanical,6,39.8,64.4,96.7,39.0
CS30516,Student 28517,Electrical,4,98.5,39.6,76.0,29.6
CS30517,Student 28518,Civil,6,57.8,81.4,52.2,33.9
CS30518,Student 28519,Electrical,6,32.7,88.3,59.9,39.6
CS30519,Student 28520,Mechanical,6,98.7,78.6,67.7,15.5
CS30520,Student 28521,Computer Science,4,82.2,96.9,44.0,19.6
CS30521,Student 28522,Civil,3,82.1,93.0,45.8,20.8
CS30522,Student 28523,Civil,6,31.0,52.9,62.9,53.9
CS30523,Student 28524,Computer Science,5,56.6,95.0,76.1,24.1
CS30524,Student 28525,Civil,3,60.8,91.2,63.8,26.4
CS30525,Student 28526,Electrical,3,93.1,22.1,19.5,50.0
CS30526,Student 28527,Electrical,4,71.2,79.4,99.3,19.9
CS30527,Student 28528,Mechanical,4,53.1,83.5,18.8,41.6
CS30528,Student 28529,Computer Science,6,65.7,39.9,22.1,53.3
CS30529,Student 28530,Mechanical,5,96.3,32.2,8.8,46.8
CS30530,Student 28531,Computer Science,4,51.6,40.2,43.0,54.7
CS30531,Student 28532,Electrical,5,79.1,79.2,7.9,35.1
CS30532,Student 28533,Electrical,5,41.6,29.8,6.2,70.2
CS30533,Student 28534,Computer Science,3,32.8,78.9,63.6,42.6
CS30534,Student 28535,Computer Science,4,33.6,34.3,25.4,67.8
CS30535,Student 28536,Computer Science,6,96.3,70.0,89.8,15.5
CS30536,Student 28537,Computer Science,3,73.8,62.4,72.4,31.0
CS30537,Student 28538,Computer Science,5,30.1,79.3,50.1,46.2
